DateTime,Location,Order_Total_Amount,PaymentMethod,Product,Price,Product_Name,Flavour,Size,Product_id,Customer_id,Order_id,Branch_id
25/08/2021 09:06,Chesterfield,5.0,CARD,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,ea72372c022d6b8a4193d78e1ffc3642,f05e095e098840fdcab6e9ef2c47989c,a8a573f9780e70e84c1fab7cd769bcd9
25/08/2021 09:06,Chesterfield,5.0,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,ea72372c022d6b8a4193d78e1ffc3642,f05e095e098840fdcab6e9ef2c47989c,a8a573f9780e70e84c1fab7cd769bcd9
25/08/2021 09:08,Chesterfield,4.6,CASH,Latte , 2.15,Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,94a5cf5e81e1efe8a753313fd8e56ff0,8b4be1fb5b7992443ee925e28308e8a2,d3afdd4ac6b1c488e447ab7735723459
25/08/2021 09:08,Chesterfield,4.6,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,94a5cf5e81e1efe8a753313fd8e56ff0,8b4be1fb5b7992443ee925e28308e8a2,d3afdd4ac6b1c488e447ab7735723459
25/08/2021 09:10,Chesterfield,12.95,CASH,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,debcae3bcb642cd6a175f6c0820a9cb0,2800fa24298f3397dd4f0178fda2abdf,dc638641716cdd0566ed2fad1dec2942
25/08/2021 09:10,Chesterfield,12.95,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,debcae3bcb642cd6a175f6c0820a9cb0,2800fa24298f3397dd4f0178fda2abdf,dc638641716cdd0566ed2fad1dec2942
25/08/2021 09:10,Chesterfield,12.95,CASH,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,debcae3bcb642cd6a175f6c0820a9cb0,2800fa24298f3397dd4f0178fda2abdf,dc638641716cdd0566ed2fad1dec2942
25/08/2021 09:10,Chesterfield,12.95,CASH,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,debcae3bcb642cd6a175f6c0820a9cb0,2800fa24298f3397dd4f0178fda2abdf,dc638641716cdd0566ed2fad1dec2942
25/08/2021 09:10,Chesterfield,12.95,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,debcae3bcb642cd6a175f6c0820a9cb0,2800fa24298f3397dd4f0178fda2abdf,dc638641716cdd0566ed2fad1dec2942
25/08/2021 09:12,Chesterfield,17.4,CARD,Flavoured latte - Hazelnut , 2.85,Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:12,Chesterfield,17.4,CARD,Flavoured iced latte - Vanilla , 2.75, Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:12,Chesterfield,17.4,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:12,Chesterfield,17.4,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:12,Chesterfield,17.4,CARD,Flavoured iced latte - Vanilla , 3.25, Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:12,Chesterfield,17.4,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,63d92dc446ebb9cf6de9b6c1a95ce018,63caf5d8c596c9ae37f3f92cad41f853,2b82108378006be85a3541752757ca8c
25/08/2021 09:14,Chesterfield,13.55,CARD,Flavoured iced latte - Vanilla , 2.75,Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,c1ee267b32c5f49cbc7325fbde9e52fc,602820b7cb8d4beb6cc1090fb875bde6,9ff95d2cb67ce57e1ab76ae7e6890b2c
25/08/2021 09:14,Chesterfield,13.55,CARD,Flavoured iced latte - Vanilla , 2.75, Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,c1ee267b32c5f49cbc7325fbde9e52fc,602820b7cb8d4beb6cc1090fb875bde6,9ff95d2cb67ce57e1ab76ae7e6890b2c
25/08/2021 09:14,Chesterfield,13.55,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,c1ee267b32c5f49cbc7325fbde9e52fc,602820b7cb8d4beb6cc1090fb875bde6,9ff95d2cb67ce57e1ab76ae7e6890b2c
25/08/2021 09:14,Chesterfield,13.55,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,c1ee267b32c5f49cbc7325fbde9e52fc,602820b7cb8d4beb6cc1090fb875bde6,9ff95d2cb67ce57e1ab76ae7e6890b2c
25/08/2021 09:14,Chesterfield,13.55,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,c1ee267b32c5f49cbc7325fbde9e52fc,602820b7cb8d4beb6cc1090fb875bde6,9ff95d2cb67ce57e1ab76ae7e6890b2c
25/08/2021 09:17,Chesterfield,12.55,CARD,Flavoured iced latte - Caramel , 2.75,Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,c195c4f88376b846737b4b85b51c8d8a,d194f6a703599978da8e27d5e7423d7c,d7d9411cf2671322b8facc521aaf2fe2
25/08/2021 09:17,Chesterfield,12.55,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,c195c4f88376b846737b4b85b51c8d8a,d194f6a703599978da8e27d5e7423d7c,d7d9411cf2671322b8facc521aaf2fe2
25/08/2021 09:17,Chesterfield,12.55,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,c195c4f88376b846737b4b85b51c8d8a,d194f6a703599978da8e27d5e7423d7c,d7d9411cf2671322b8facc521aaf2fe2
25/08/2021 09:17,Chesterfield,12.55,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,c195c4f88376b846737b4b85b51c8d8a,d194f6a703599978da8e27d5e7423d7c,d7d9411cf2671322b8facc521aaf2fe2
25/08/2021 09:17,Chesterfield,12.55,CARD,Flavoured iced latte - Caramel , 2.75, Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,c195c4f88376b846737b4b85b51c8d8a,d194f6a703599978da8e27d5e7423d7c,d7d9411cf2671322b8facc521aaf2fe2
25/08/2021 09:19,Chesterfield,5.3,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,fc76143e982c7bd08f1393b37da9f9cc,eca550aacf5d8eaabd423e41036dde64,2a06e54616d9bfb3df720cf000f16ef6
25/08/2021 09:19,Chesterfield,5.3,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,fc76143e982c7bd08f1393b37da9f9cc,eca550aacf5d8eaabd423e41036dde64,2a06e54616d9bfb3df720cf000f16ef6
25/08/2021 09:21,Chesterfield,13.05,CASH,Flavoured iced latte - Vanilla , 2.75,Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,558d484071187057653b0f751e185318,5c29d4bd35f80a22688334e5545cfa43,6bb0bb8bbc86a09fea89c535f20d2100
25/08/2021 09:21,Chesterfield,13.05,CASH,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,558d484071187057653b0f751e185318,5c29d4bd35f80a22688334e5545cfa43,6bb0bb8bbc86a09fea89c535f20d2100
25/08/2021 09:21,Chesterfield,13.05,CASH,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,558d484071187057653b0f751e185318,5c29d4bd35f80a22688334e5545cfa43,6bb0bb8bbc86a09fea89c535f20d2100
25/08/2021 09:21,Chesterfield,13.05,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,558d484071187057653b0f751e185318,5c29d4bd35f80a22688334e5545cfa43,6bb0bb8bbc86a09fea89c535f20d2100
25/08/2021 09:21,Chesterfield,13.05,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,558d484071187057653b0f751e185318,5c29d4bd35f80a22688334e5545cfa43,6bb0bb8bbc86a09fea89c535f20d2100
25/08/2021 09:23,Chesterfield,2.15,CARD,Latte , 2.15,Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,68878ca124559b2f14a4ad66bb4c9d5b,d975f8703b75834f42ed441fb3a8e6e9,730f2e2287177393be335a4eefbd7def
25/08/2021 09:25,Chesterfield,10.3,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,c895e719f6a3d6b7522f6667d9de4a0c,38998fe0b7680422de9a210f7a7de488,bc9b90abc328b8fe2b67549851fe6edd
25/08/2021 09:25,Chesterfield,10.3,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,c895e719f6a3d6b7522f6667d9de4a0c,38998fe0b7680422de9a210f7a7de488,bc9b90abc328b8fe2b67549851fe6edd
25/08/2021 09:25,Chesterfield,10.3,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,c895e719f6a3d6b7522f6667d9de4a0c,38998fe0b7680422de9a210f7a7de488,bc9b90abc328b8fe2b67549851fe6edd
25/08/2021 09:25,Chesterfield,10.3,CARD,Flavoured latte - Hazelnut , 2.55, Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,c895e719f6a3d6b7522f6667d9de4a0c,38998fe0b7680422de9a210f7a7de488,bc9b90abc328b8fe2b67549851fe6edd
25/08/2021 09:27,Chesterfield,12.55,CARD,Flavoured iced latte - Vanilla , 2.75,Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,6b8769d10beb25f646aa74dfa9ca161f,8cb38c873a4cc36b915fb35d29fdf0e8,b5448ac90a453e07cc7a19d32c0a3e8d
25/08/2021 09:27,Chesterfield,12.55,CARD,Flavoured iced latte - Caramel , 2.75, Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,6b8769d10beb25f646aa74dfa9ca161f,8cb38c873a4cc36b915fb35d29fdf0e8,b5448ac90a453e07cc7a19d32c0a3e8d
25/08/2021 09:27,Chesterfield,12.55,CARD,Flavoured iced latte - Vanilla , 2.75, Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,6b8769d10beb25f646aa74dfa9ca161f,8cb38c873a4cc36b915fb35d29fdf0e8,b5448ac90a453e07cc7a19d32c0a3e8d
25/08/2021 09:27,Chesterfield,12.55,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,6b8769d10beb25f646aa74dfa9ca161f,8cb38c873a4cc36b915fb35d29fdf0e8,b5448ac90a453e07cc7a19d32c0a3e8d
25/08/2021 09:27,Chesterfield,12.55,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,6b8769d10beb25f646aa74dfa9ca161f,8cb38c873a4cc36b915fb35d29fdf0e8,b5448ac90a453e07cc7a19d32c0a3e8d
25/08/2021 09:29,Chesterfield,7.65,CARD,Flavoured iced latte - Caramel , 2.75,Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,95f9583c591270b8ee5a71ca469806ca,3c3ee54dc02ad8d8be5b5feb395ef0ea,8769883c42a0c8a55ae11c9b9d8f4e45
25/08/2021 09:29,Chesterfield,7.65,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,95f9583c591270b8ee5a71ca469806ca,3c3ee54dc02ad8d8be5b5feb395ef0ea,8769883c42a0c8a55ae11c9b9d8f4e45
25/08/2021 09:29,Chesterfield,7.65,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,95f9583c591270b8ee5a71ca469806ca,3c3ee54dc02ad8d8be5b5feb395ef0ea,8769883c42a0c8a55ae11c9b9d8f4e45
25/08/2021 09:32,Chesterfield,5.7,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,99b4f77e7956e6568a7bdbdfaa34637f,fa1847a57a3a8ec335675af6e82bdedd,a0d844d003df709dda7491b47cd9664c
25/08/2021 09:32,Chesterfield,5.7,CARD,Flavoured iced latte - Hazelnut , 3.25, Large Flavoured iced latte , Hazelnut ,Large,bc174564c173d8c3a6c9dd9c233a11b2,99b4f77e7956e6568a7bdbdfaa34637f,fa1847a57a3a8ec335675af6e82bdedd,a0d844d003df709dda7491b47cd9664c
25/08/2021 09:34,Chesterfield,2.15,CASH,Latte , 2.15,Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,8c574cf9ab1fc569e0975aa89cf00699,be1b07151be171c908aac8b82005249e,c0bdf84cc59e53745717c4ce31834b6d
25/08/2021 09:36,Chesterfield,12.55,CASH,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,9acc576eb95a176f72dd05d25440f142,c0321afd0f3bd1b7162880dcd31385b7,205d994c481fbb20642b8f65acf3365c
25/08/2021 09:36,Chesterfield,12.55,CASH,Flavoured iced latte - Vanilla , 3.25, Large Flavoured iced latte , Vanilla ,Large,805c20da2928b1091f9dfea20e6cd0fb,9acc576eb95a176f72dd05d25440f142,c0321afd0f3bd1b7162880dcd31385b7,205d994c481fbb20642b8f65acf3365c
25/08/2021 09:36,Chesterfield,12.55,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,9acc576eb95a176f72dd05d25440f142,c0321afd0f3bd1b7162880dcd31385b7,205d994c481fbb20642b8f65acf3365c
25/08/2021 09:36,Chesterfield,12.55,CASH,Flat white , 2.45, Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,9acc576eb95a176f72dd05d25440f142,c0321afd0f3bd1b7162880dcd31385b7,205d994c481fbb20642b8f65acf3365c
25/08/2021 09:36,Chesterfield,12.55,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,9acc576eb95a176f72dd05d25440f142,c0321afd0f3bd1b7162880dcd31385b7,205d994c481fbb20642b8f65acf3365c
25/08/2021 09:38,Chesterfield,6.0,CASH,Flavoured iced latte - Caramel , 3.25,Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,0d3dd700eda6ea84b0eb304c60fb8c72,074c2d2c14e423ac8e29a4ab34df3eca,408da3cca19448ee2dc4643a7c66a9c1
25/08/2021 09:38,Chesterfield,6.0,CASH,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,0d3dd700eda6ea84b0eb304c60fb8c72,074c2d2c14e423ac8e29a4ab34df3eca,408da3cca19448ee2dc4643a7c66a9c1
25/08/2021 09:40,Chesterfield,10.7,CASH,Flavoured latte - Hazelnut , 2.55,Regular Flavoured latte , Hazelnut ,Regular,a90c9f71ee3036793ab566f9d9821c3e,02ea989a7d475318a6a9723aeea8b3e8,af1e26e9aec0c3a1f3b293a16390707a,1950ee996b1be65ce02ab603bcc40aea
25/08/2021 09:40,Chesterfield,10.7,CASH,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,02ea989a7d475318a6a9723aeea8b3e8,af1e26e9aec0c3a1f3b293a16390707a,1950ee996b1be65ce02ab603bcc40aea
25/08/2021 09:40,Chesterfield,10.7,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,02ea989a7d475318a6a9723aeea8b3e8,af1e26e9aec0c3a1f3b293a16390707a,1950ee996b1be65ce02ab603bcc40aea
25/08/2021 09:40,Chesterfield,10.7,CASH,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,02ea989a7d475318a6a9723aeea8b3e8,af1e26e9aec0c3a1f3b293a16390707a,1950ee996b1be65ce02ab603bcc40aea
25/08/2021 09:42,Chesterfield,4.9,CARD,Flavoured iced latte - Hazelnut , 2.75,Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,3dbf5f7ead90b5f11b9de25818728e44,0ec0656197e7f1f189527a15f9a529f9,6162e7d6249f7668635f0517e0ae0ba2
25/08/2021 09:42,Chesterfield,4.9,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,3dbf5f7ead90b5f11b9de25818728e44,0ec0656197e7f1f189527a15f9a529f9,6162e7d6249f7668635f0517e0ae0ba2
25/08/2021 09:44,Chesterfield,4.9,CARD,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,49c309c0bb40493e832ac1eaeb67b3fa,00752071a6819073506b1a65b7c1c5fd,3302a5902ae6e42e5d1746e942f56dc2
25/08/2021 09:44,Chesterfield,4.9,CARD,Flavoured iced latte - Hazelnut , 2.75, Regular Flavoured iced latte , Hazelnut ,Regular,b28fdf7a04ff71abc79433054ad0f81b,49c309c0bb40493e832ac1eaeb67b3fa,00752071a6819073506b1a65b7c1c5fd,3302a5902ae6e42e5d1746e942f56dc2
25/08/2021 09:46,Chesterfield,7.45,CARD,Flavoured latte - Hazelnut , 2.85,Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,5ac288eb037d7a5ee8b02e0d11a1e1e5,11ab6b9b6ebf0e4b9fc80cee9f2d3b62,ea9155ff9b108ccd23cb9f76a7fcf100
25/08/2021 09:46,Chesterfield,7.45,CARD,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,5ac288eb037d7a5ee8b02e0d11a1e1e5,11ab6b9b6ebf0e4b9fc80cee9f2d3b62,ea9155ff9b108ccd23cb9f76a7fcf100
25/08/2021 09:46,Chesterfield,7.45,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,5ac288eb037d7a5ee8b02e0d11a1e1e5,11ab6b9b6ebf0e4b9fc80cee9f2d3b62,ea9155ff9b108ccd23cb9f76a7fcf100
25/08/2021 09:49,Chesterfield,8.45,CARD,Flavoured iced latte - Vanilla , 2.75,Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,4bdc016b58db457298f9c12155cadb8c,a38539ce4ea7303b1e998b107d57a010,5caf6c84d7b5b33df3c06a507b245ef8
25/08/2021 09:49,Chesterfield,8.45,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,4bdc016b58db457298f9c12155cadb8c,a38539ce4ea7303b1e998b107d57a010,5caf6c84d7b5b33df3c06a507b245ef8
25/08/2021 09:49,Chesterfield,8.45,CARD,Flavoured latte - Hazelnut , 2.85, Large Flavoured latte , Hazelnut ,Large,91a56e481d7afb4d2609c32883f1e9e8,4bdc016b58db457298f9c12155cadb8c,a38539ce4ea7303b1e998b107d57a010,5caf6c84d7b5b33df3c06a507b245ef8
25/08/2021 09:51,Chesterfield,2.15,CARD,Latte , 2.15,Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,9570ea16a023fb90099b5615b34cc765,88a2af135a96d8184c79082887fbef90,1f94c72244726a408d58d1be07313246
25/08/2021 09:53,Chesterfield,6.75,CASH,Flat white , 2.15,Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,f912f5f60de6a6b7ad1878ec9c22f012,ce1c7fb7bbd2ebeaa4758532ba57bcab,a8458cd103026e44f3ae6935ef7e1151
25/08/2021 09:53,Chesterfield,6.75,CASH,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,f912f5f60de6a6b7ad1878ec9c22f012,ce1c7fb7bbd2ebeaa4758532ba57bcab,a8458cd103026e44f3ae6935ef7e1151
25/08/2021 09:53,Chesterfield,6.75,CASH,Flat white , 2.15, Regular Flat white ,,Regular,cfd9b9d02b3df74cfca244898fd68669,f912f5f60de6a6b7ad1878ec9c22f012,ce1c7fb7bbd2ebeaa4758532ba57bcab,a8458cd103026e44f3ae6935ef7e1151
25/08/2021 09:55,Chesterfield,5.7,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,708c4f5df9c0a331bbd87f82c8eaafbd,d0291034bcdd6bb0d23e6b841420f2a5,b977910a12274fa8b04888154d63d91e
25/08/2021 09:55,Chesterfield,5.7,CARD,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,708c4f5df9c0a331bbd87f82c8eaafbd,d0291034bcdd6bb0d23e6b841420f2a5,b977910a12274fa8b04888154d63d91e
25/08/2021 09:57,Chesterfield,15.2,CARD,Flat white , 2.45,Large Flat white ,,Large,047751baf6b18d3d9aa54fbf93fd7de4,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:57,Chesterfield,15.2,CARD,Flavoured iced latte - Vanilla , 2.75, Regular Flavoured iced latte , Vanilla ,Regular,38e0f798ffa0f99a88e18346ce991c2d,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:57,Chesterfield,15.2,CARD,Latte , 2.45, Large Latte ,,Large,cae543c960511a1fdf33a857d578e49a,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:57,Chesterfield,15.2,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:57,Chesterfield,15.2,CARD,Flavoured iced latte - Caramel , 3.25, Large Flavoured iced latte , Caramel ,Large,da4025195f29b1bec11841ccea26163a,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:57,Chesterfield,15.2,CARD,Latte , 2.15, Regular Latte ,,Regular,565eec856bdb01313fc001a66dbb3298,b6d22b5cba26fd4deb70ef0bf3334bbd,17f203dfeb890f10fc93064b869fdc12,e5ebc5ede57bcfee63f48b7ae88a8b17
25/08/2021 09:59,Chesterfield,15.9,CASH,Flavoured iced latte - Caramel , 2.75,Regular Flavoured iced latte , Caramel ,Regular,db9573304f0731f9d6c181fff168ce1b,266290fdf06d235fc591949b9db39a14,0893caddfdc126ffbdce6000a4f9c2a2,6129a880fa9c8f5b33b01721765b821c
